"시군구별","성별","연령별",2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
"광진구","계","20-24세",28452,28064,27004,25041,22995,21766,20931,20355,20054,20288,20241,19993,19807,19784,19453,18851,18059,17351,16396,15267,14243
"광진구","계","25-29세",38276,38518,38865,38757,38142,36858,35259,33455,31449,29348,28298,27853,27533,27325,27692,27782,27601,27407,27359,26919,26101
"광진구","계","30-34세",30926,32528,33161,33589,34223,34234,34102,33921,33491,32845,31569,30045,28576,26963,25265,24628,24496,24296,24125,24537,24642
"광진구","계","35-39세",24971,24137,23889,23968,23913,24633,25538,25955,26396,26880,26752,26551,26266,25860,25358,24296,23091,22022,20798,19498,19134
"광진구","계","40-44세",24883,24822,24515,23424,22487,21275,20415,20124,20240,20236,20932,21685,22054,22478,22885,22729,22537,22254,21900,21481,20558
"광진구","계","45-49세",24661,23417,22694,22621,22810,23203,23236,22902,21936,21087,19977,19227,18981,19093,19117,19797,20484,20851,21279,21654,21493
"광진구","계","50-54세",28276,27948,27304,26187,24694,23473,22419,21693,21740,22026,22478,22568,22302,21399,20594,19542,18849,18616,18727,18767,19437
"광진구","계","55-59세",26273,25540,26269,26305,26605,26814,26581,25830,24906,23605,22560,21649,21034,21159,21510,22003,22127,21896,21024,20235,19212
"광진구","계","60-64세",25750,26216,25840,25014,24321,24103,23442,24050,24132,24496,24766,24646,24045,23267,22124,21226,20431,19906,20083,20471,20984
"광진구","계","65-69세",19212,20252,21447,22327,23148,23183,23698,23241,22548,21978,21825,21292,21996,22145,22572,22894,22854,22367,21708,20692,19901
"광진구","계","70-74세",12864,13273,13765,15076,16363,17270,18195,19243,20075,20891,21006,21558,21172,20638,20186,20096,19677,20431,20614,21081,21437
"광진구","계","75-79세",9522,9924,10398,10815,11216,11450,11883,12259,13487,14648,15494,16389,17400,18216,19036,19212,19776,19443,19033,18670,18629
"광진구","계","80-84세",6615,7139,7403,7589,7523,7910,8299,8684,9064,9405,9647,10072,10444,11563,12579,13349,14179,15092,15867,16651,16856
"광진구","계","85-89세",3055,3341,3696,3987,4289,4715,5118,5310,5445,5397,5737,6066,6372,6682,6926,7165,7545,7867,8790,9569,10193
"광진구","계","90-94세",990,1038,1192,1384,1578,1754,1897,2091,2248,2423,2682,2917,3022,3085,3051,3298,3517,3709,3908,4034,4223
"광진구","계","95세이상",258,291,318,343,369,430,480,544,619,695,774,836,931,1007,1092,1220,1322,1376,1410,1411,1570
"동대문구","계","계",347808,352596,357112,357700,357000,355435,353175,350366,347950,345905,344120,342549,341138,339817,338498,337100,335579,333849,331885,329711,327356
"동대문구","계","0 - 4세",8443,8031,7800,7375,7118,7001,7011,7197,7573,8005,8409,8773,9090,9353,9573,9747,9851,9854,9778,9642,9457
"동대문구","계","5 - 9세",10330,9934,9697,9251,8558,8029,7557,7042,6526,6224,6070,6066,6247,6582,6948,7282,7584,7845,8055,8230,8375
"동대문구","계","10 - 14세",10387,10319,10300,10329,10217,9916,9390,8976,8394,7667,7149,6700,6244,5802,5558,5432,5445,5618,5918,6237,6523
"동대문구","계","15 - 19세",13264,12551,12296,11945,12048,12093,11877,11669,11682,11549,11173,10611,10196,9595,8812,8224,7707,7208,6745,6481,6315
"동대문구","계","20-24세",34635,35433,34738,32376,29414,27058,25648,24797,24379,24552,24628,24373,24212,24281,24003,23338,22463,21667,20542,19151,18027
"동대문구","계","25-29세",34161,36639,37452,37983,38283,37614,36050,34194,31884,29469,28061,27616,27294,27036,27361,27518,27315,27127,27084,26684,25871
"동대문구","계","30-34세",25873,27179,28664,29759,30547,30935,31188,30818,30695,30418,29404,27973,26645,24996,23301,22547,22438,22190,22011,22388,22512
"동대문구","계","35-39세",23948,23369,23459,23791,24171,24804,25660,26353,26846,27246,27298,27210,26754,26588,26199,25198,23945,22886,21511,20114,19590
"동대문구","계","40-44세",24537,25059,25479,24750,23902,23035,22187,21700,21766,21907,22417,23195,23801,24215,24580,24563,24399,23964,23797,23380,22442
"동대문구","계","45-49세",23444,22645,22611,22914,23632,24198,24496,24269,23266,22301,21369,20533,20147,20260,20401,20921,21672,22219,22608,22958,22909
"동대문구","계","50-54세",26483,26973,26738,26318,25240,24301,23319,22759,22707,23199,23614,23860,23647,22691,21773,20857,20045,19704,19833,19976,20513
"동대문구","계","55-59세",24558,24126,25156,25654,26408,26970,27306,26583,25849,24566,23543,22569,22064,22068,22597,23025,23284,23074,22142,21259,20358
"동대문구","계","60-64세",25779,25950,25428,24917,24079,23958,23549,24361,24681,25287,25745,26022,25361,24723,23531,22605,21721,21261,21299,21851,22289
"동대문구","계","65-69세",21022,21899,23039,23716,24652,24674,24908,24309,23774,22945,22836,22476,23327,23666,24282,24759,25048,24453,23892,22775,21925
"동대문구","계","70-74세",15145,15433,15964,17147,18483,19377,20320,21422,22115,23073,23161,23469,22996,22578,21862,21818,21535,22411,22776,23406,23903
"동대문구","계","75-79세",12058,12235,12657,13071,13389,13573,13919,14388,15528,16788,17660,18610,19716,20448,21448,21612,21980,21605,21285,20679,20687
"동대문구","계","80-84세",8555,9206,9425,9631,9494,9743,9948,10323,10708,10981,11214,11586,12047,13119,14239,15039,15921,16923,17651,18608,18802
"동대문구","계","85-89세",3805,4104,4532,4871,5238,5814,6266,6371,6511,6410,6673,6905,7218,7537,7731,7975,8318,8715,9598,10448,11082
"동대문구","계","90-94세",1110,1218,1354,1541,1743,1919,2094,2298,2455,2633,2942,3173,3216,3289,3225,3434,3606,3793,3986,4079,4276
"동대문구","계","95세이상",271,293,323,361,384,423,482,537,611,685,754,829,916,990,1074,1206,1302,1332,1374,1365,1500
"중랑구","계","계",380540,377639,376147,373463,371096,369089,367341,365786,364277,362815,361397,360016,358652,357302,355965,354608,353195,351651,349986,348181,346233
"중랑구","계","0 - 4세",9462,8830,8067,7559,7204,7064,7062,7285,7640,8023,8361,8661,8919,9134,9307,9448,9525,9501,9406,9258,9074
"중랑구","계","5 - 9세",11354,10660,9987,8969,7985,7280,6803,6333,6044,5819,5745,5761,5957,6253,6572,6848,7093,7306,7482,7623,7740
"중랑구","계","10 - 14세",11655,11415,11023,10671,10289,9651,8991,8467,7702,6951,6404,6017,5602,5356,5150,5083,5091,5268,5528,5804,6043
"중랑구","계","15 - 19세",12518,12420,11987,11668,11535,11383,11112,10782,10578,10304,9747,9163,8675,7941,7215,6667,6261,5830,5562,5328,5236
"중랑구","계","20-24세",20764,19258,18543,17430,16254,15729,15444,14956,14697,14680,14648,14410,14115,14001,13749,13151,12510,11918,11062,10162,9433
"중랑구","계","25-29세",32043,31032,30141,29421,28658,27447,26132,25078,23667,22131,21352,20988,20533,20342,20464,20569,20351,20097,20058,19752,19033
"중랑구","계","30-34세",30478,31602,32363,33052,33606,33291,32715,32084,31493,30831,29615,28216,27038,25488,23879,23142,22916,22592,22457,22683,22865
"중랑구","계","35-39세",26982,26150,26090,26121,26213,27123,28177,28918,29517,30011,29736,29321,28819,28346,27794,26663,25380,24314,22897,21481,20929
"중랑구","계","40-44세",27595,27750,27398,26093,24905,23787,23119,22876,22990,23138,23986,24880,25490,25997,26413,26148,25815,25387,24991,24516,23487
"중랑구","계","45-49세",26440,25062,24139,24321,24876,25459,25538,25242,24166,23168,22164,21525,21268,21377,21523,22301,23101,23653,24123,24510,24268
"중랑구","계","50-54세",32593,31895,30606,29235,27389,25997,24808,24027,24279,24853,25457,25586,25340,24301,23325,22310,21622,21333,21439,21591,22348
"중랑구","계","55-59세",32435,31437,32202,31892,32108,31850,31441,30442,29327,27688,26437,25334,24590,24847,25421,26038,26202,25985,24949,23958,22908
"중랑구","계","60-64세",34176,34505,33878,32937,31583,31188,30488,31142,30968,31326,31249,31040,30205,29218,27708,26545,25507,24807,25078,25662,26298
"중랑구","계","65-69세",25989,27600,29224,30367,31902,32290,32722,32078,31283,30102,29841,29264,30039,30026,30516,30592,30539,29831,28949,27543,26454
"중랑구","계","70-74세",18209,18662,19469,21094,22877,24031,25590,27097,28263,29803,30234,30743,30230,29588,28581,28443,27989,28846,28954,29535,29713
"중랑구","계","75-79세",13393,13732,14451,15226,15736,16200,16673,17362,18924,20593,21720,23215,24656,25829,27327,27778,28338,27924,27431,26601,26564
"중랑구","계","80-84세",9032,9770,10158,10377,10362,10825,11237,11839,12511,12923,13385,13850,14499,15917,17365,18389,19724,21008,22125,23504,23925
"중랑구","계","85-89세",3926,4246,4646,5068,5452,6086,6651,6863,7019,6998,7411,7774,8229,8726,8988,9400,9787,10314,11440,12508,13307
"중랑구","계","90-94세",1212,1294,1425,1573,1738,1955,2136,2352,2578,2771,3119,3407,3496,3568,3541,3818,4055,4304,4577,4682,4968
"중랑구","계","95세이상",284,319,350,389,424,453,502,563,631,702,786,861,952,1047,1127,1275,1389,1433,1478,1480,1640
"성북구","계","계",435613,434788,431377,426571,422221,418465,415315,412752,410402,408313,406407,404635,402984,401390,399765,398067,396209,394137,391877,389418,386811
"성북구","계","0 - 4세",11049,10221,9195,8503,7956,7717,7735,8039,8538,9091,9603,10068,10482,10835,11129,11371,11517,11540,11459,11297,11072
