시점,sido,행정구역(시군구)별,계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
2023,경상남도,거제시,234450.5,6533,13616,15312.5,12957,10863,9709.5,10910,16616.5,24001.5,22093.5,23302,18505.5,17668,13102,7865.5,4765,6630,3658.5,2971.5,2026.5,788,136.5,20.5
2023,경상남도,양산시,353588,11307.5,18164.5,18847.5,16706.5,16868.5,18914,21168.5,23503,31967,29562.5,31847.5,28716.5,28457,21537.5,14188,9616,12216,7351.5,4864.5,3497,1126,209,32.5
2023,경상남도,통합창원시,1011303,26945.5,42936,49666.5,47597,53239.5,60814.5,61005,61728.5,82037.5,79319.5,92721.5,87856,90730.5,68219,43822.5,28087.5,34576.5,20065.5,14511,10351,3472.5,619.5,68
2023,경상남도,의창구,213826,5984.5,9220.5,10030.5,9274,11461.5,13726,13377,13206.5,17024.5,15853.5,19924.5,20156,20188.5,14157,8564,5160.5,6517,3733.5,2783.5,1980.5,678,113.5,11.5
2023,경상남도,성산구,246160.5,6640,10053,12030.5,12667.5,14782,18293,18072.5,16163,18782.5,19459,25110.5,24189.5,22405,12717.5,6628,3606,4561,2516,2045,1383,545,105,12
2023,경상남도,마산합포구,178475,4615.5,7300,7754.5,6814,8532.5,8965,9383.5,10426.5,14154.5,12562.5,14417,14112,16827,15100.5,10798,7389.5,9322.5,5414.5,3908,2766.5,942.5,177.5,21.5
2023,경상남도,마산회원구,180875,3782,6637.5,8423.5,8711,9080,9763.5,9226.5,9450.5,13655,14297.5,16508.5,15861,17216,14473.5,10063.5,6557.5,7168,4413.5,2754.5,2026,610,105.5,13
2023,경상남도,진해구,191966.5,5923.5,9725,11427.5,10130.5,9383.5,10067,10945.5,12482,18421,17147,16761,13537.5,14094,11770.5,7769,5374,7008,3988,3020,2195,697,118,10
2023,경상남도,의령군,25714,371.5,509.5,672.5,707.5,761.5,767.5,762.5,776,1119,1380,1984,2328.5,3187.5,2847,2149.5,1678,3712,1909,1803,1236.5,463,86.5,17
2023,경상남도,함안군,60652,1013.5,1969.5,2836.5,2771,2299.5,2197.5,2017,2464.5,3827.5,4448.5,5329.5,5473.5,6367,5717,3911.5,2905.5,5103,2753,2350,1635.5,601.5,106.5,6.5
2023,경상남도,창녕군,57602.5,915,1474.5,1835,1965.5,1803,1865.5,1937.5,2152,3051.5,3271,4577.5,5411,6967,6163,4579.5,3486.5,6147.5,3418.5,2729,1907.5,705.5,102,14
2023,경상남도,고성군,49850.5,602,1251,1877.5,2105,1776,1637.5,1364.5,1703.5,2783.5,3013.5,4248,4546,5700,4969.5,3923,3022.5,5327.5,2830.5,2497,1694,660,133,10
2023,경상남도,남해군,41075,513.5,866.5,1265,1377,1461,1227,1039.5,1164.5,1729,2246.5,3243.5,3492,4675,4195,3615.5,2941,6023.5,3010.5,3013,1977,835.5,182.5,18
2023,경상남도,하동군,41885.5,577.5,827.5,1158.5,1312.5,1378.5,1218,1101,1196.5,1684,2339,3599,3990,5217,4538,3456,2810.5,5482,2833.5,2648.5,1781,692,161.5,14
2023,경상남도,산청군,33801.5,421.5,609.5,876,1040,1055.5,975,866.5,916,1329,1702,2709,3332,4305,3834,2879.5,2339.5,4611.5,2436,2175.5,1506,523,131,15.5
2023,경상남도,함양군,37201.5,521.5,930.5,1263,1454,1300,1202,1040.5,1162,1695.5,2082,3085.5,3402,4201,3764,2873,2414,4811,2572.5,2238.5,1551.5,555.5,116,15.5
2023,경상남도,거창군,60062.5,1153.5,1938,2545.5,3116.5,2790.5,2451.5,2056,2427,3356.5,3722,4976,5110,6170,5094,3914,3122,6119.5,3219.5,2900,2001.5,721,156,21.5
2023,경상남도,합천군,41385.5,518.5,724,1045.5,1132.5,1217.5,1217,988,1113.5,1680.5,1948.5,3087.5,3749,5209,4521.5,3761.5,3060.5,6411,3433.5,2977.5,2118.5,708,125.5,25.5
2023,제주특별자치도,제주특별자치도,673099,20624.5,32454.5,36566,34044,36126.5,39559,38327.5,40178,54973,54166.5,62170.5,54691,51517,39155,25770,21353,31423,16488.5,14934.5,9956,3938.5,783.5,256.5
2023,제주특별자치도,제주시,489858.5,15731,24137.5,27167,25731.5,27734.5,30473.5,29666,30372,40654.5,39495,45309.5,39000,35721.5,26795,17220.5,14169.5,20480,10662.5,9817.5,6476,2619.5,546,176
2023,제주특별자치도,서귀포시,183240.5,4893.5,8317,9399,8312.5,8392,9085.5,8661.5,9806,14318.5,14671.5,16861,15691,15795.5,12360,8549.5,7183.5,10943,5826,5117,3480,1319,237.5,80.5
