시군구별,성별,연령별,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
의정부시,계,85-89세,5210,5613,6091,6542,6975,7618,8158,8349,8582,8511,8964,9387,9889,10376,10709,11131,11636,12346,13801,15182,16490
의정부시,계,90-94세,1713,1803,1996,2207,2489,2735,2998,3283,3544,3791,4170,4481,4579,4698,4637,4944,5234,5535,5832,6000,6312
의정부시,계,95세이상,371,432,490,550,597,653,725,818,915,1036,1139,1249,1376,1493,1611,1781,1922,1979,2046,2038,2221
안양시,계,계,540963,538741,540950,537788,534515,531074,529006,526712,524541,522470,520446,518411,516319,514172,511959,509688,507305,504759,502098,499294,496369
안양시,계,0 - 4세,16379,15540,14884,13970,13180,12724,12512,12675,13139,13640,14072,14429,14702,14902,15038,15119,15116,15006,14817,14576,14299
안양시,계,5 - 9세,20708,19917,19219,17893,16447,15368,14472,13676,12869,12207,11836,11630,11799,12234,12705,13120,13468,13744,13951,14097,14199
안양시,계,10 - 14세,23623,22962,22809,22857,22514,21618,20784,19646,18191,16667,15557,14620,13805,12999,12341,11961,11761,11934,12368,12840,13263
안양시,계,15 - 19세,24208,24015,23903,23673,23795,23794,23270,22973,22967,22581,21694,20827,19667,18234,16742,15646,14704,13884,13059,12400,12024
안양시,계,20-24세,32050,29697,27888,25880,24098,23608,23548,23315,23061,23251,23327,22857,22645,22674,22294,21442,20578,19429,18069,16643,15580
안양시,계,25-29세,38806,37526,36431,35297,34122,31898,30092,28470,26738,25108,24625,24499,24251,24000,24300,24442,24034,23893,23934,23533,22682
안양시,계,30-34세,39566,40506,41563,41725,41602,40780,39991,38927,38119,37138,35213,33498,31875,30082,28267,27608,27432,27153,26911,27311,27480
안양시,계,35-39세,38112,37550,38040,38563,38971,40065,41053,41720,42079,42234,41711,40933,39963,39222,38275,36425,34705,33047,31226,29336,28660
안양시,계,40-44세,40849,41158,41515,40346,39295,37656,36922,36736,37106,37458,38577,39527,40256,40671,40919,40464,39748,38854,38173,37271,35513
안양시,계,45-49세,43002,40954,39502,39295,39740,40784,41134,40979,39672,38502,36856,36028,35754,36086,36410,37508,38467,39228,39666,39954,39531
안양시,계,50-54세,49818,49275,48101,46283,43598,41226,39512,37909,37881,38457,39544,39849,39687,38358,37165,35532,34706,34396,34706,35009,36071
안양시,계,55-59세,45795,44919,46628,46345,46741,46727,46242,44901,43391,41056,39062,37562,36144,36268,36905,37977,38261,38105,36791,35604,34012
안양시,계,60-64세,46146,47419,46754,45485,43668,43169,42222,43491,43324,43886,44072,43781,42666,41350,39239,37470,36119,34836,35068,35754,36808
안양시,계,65-69세,31211,33774,36924,39195,41842,42704,43738,42816,41869,40378,40129,39363,40731,40688,41380,41688,41561,40622,39462,37540,35957
안양시,계,70-74세,19466,20580,22034,24411,27080,28926,31227,33825,35935,38449,39309,40350,39573,38851,37590,37486,36871,38295,38352,39140,39527
안양시,계,75-79세,13620,14162,15047,16056,16824,17716,18704,19879,22047,24435,26128,28250,30640,32599,34944,35739,36763,36102,35569,34528,34540
안양시,계,80-84세,10010,10556,10817,11077,10965,11413,11916,12610,13498,14131,14949,15805,16813,18731,20758,22230,24084,26154,27908,29989,30669
안양시,계,85-89세,5249,5663,6093,6344,6654,7229,7652,7820,8029,7952,8372,8798,9329,10003,10424,11085,11753,12520,14054,15558,16701
안양시,계,90-94세,1932,2103,2262,2474,2686,2895,3151,3398,3565,3771,4138,4412,4512,4616,4551,4860,5150,5479,5886,6096,6540
안양시,계,95세이상,413,465,536,619,693,774,864,946,1061,1169,1275,1393,1507,1604,1712,1886,2024,2078,2128,2115,2313
부천시,계,계,813998,805459,794294,782315,771570,761862,754934,748729,742840,737238,731848,726629,721535,716487,711480,706462,701352,696165,690808,685323,679685
부천시,계,0 - 4세,22614,20654,18384,16651,15278,14466,14212,14353,14786,15328,15819,16247,16598,16875,17080,17225,17268,17174,16979,16708,16375
부천시,계,5 - 9세,29835,27775,25825,23258,20834,18692,16953,15394,14171,13197,12678,12548,12725,13146,13644,14089,14480,14805,15068,15261,15406
부천시,계,10 - 14세,32322,31466,30636,29965,28675,27000,24988,23264,21069,18999,17172,15670,14311,13249,12394,11956,11854,12032,12436,12912,13334
부천시,계,15 - 19세,32897,32723,31896,31657,31787,31259,30447,29730,29177,28040,26532,24677,23103,21030,19069,17319,15901,14607,13595,12781,12369
부천시,계,20-24세,46792,43303,40303,37183,34575,33733,33640,33086,32902,33124,32811,32180,31601,31211,30233,28857,27129,25647,23624,21659,19891
부천시,계,25-29세,60569,57799,54784,52157,49875,46931,44410,42232,39667,37310,36534,36390,35811,35627,35948,35857,35409,34943,34695,33854,32550
부천시,계,30-34세,58440,59179,58379,57881,57106,55502,54134,52709,51399,50058,47733,45378,43266,40743,38340,37472,37280,36733,36577,36983,37046
부천시,계,35-39세,57422,55410,53679,52355,51533,51916,52572,53019,53546,53643,52851,51813,50596,49479,48302,46106,43837,41819,39394,37047,36201
부천시,계,40-44세,62760,62874,61633,58343,55095,51605,49165,47967,47261,47017,47847,48710,49340,49957,50160,49510,48611,47538,46561,45499,43425
부천시,계,45-49세,62470,59601,57145,57160,57773,58819,58774,57699,54935,52193,49179,46983,45939,45419,45346,46255,47209,47943,48617,48896,48340
부천시,계,50-54세,73749,72755,70247,67351,63554,60118,57656,55580,55903,56735,57984,58044,57119,54515,51906,49021,46919,45935,45531,45573,46551
부천시,계,55-59세,73318,70683,72052,70710,70810,70730,70116,68012,65579,62226,59191,56934,55014,55426,56322,57628,57768,56946,54430,51900,49104
부천시,계,60-64세,74664,76639,75299,73338,70119,68729,66411,67875,67026,67589,67890,67548,65732,63586,60510,57732,55663,53891,54389,55348,56708
부천시,계,65-69세,50016,54343,59062,62725,66932,68033,69760,68341,66821,64133,63223,61322,63049,62496,63327,63803,63662,62105,60226,57415,54891
부천시,계,70-74세,30169,31872,33952,37744,41796,45076,48884,52948,56380,60345,61442,63159,61932,60745,58459,57869,56328,58216,57869,58867,59464
부천시,계,75-79세,20016,20932,22404,24155,25558,26969,28505,30297,33805,37473,40470,43900,47549,50676,54292,55299,56959,55893,55012,53111,52765
부천시,계,80-84세,14569,15443,15763,15996,15832,16677,17534,18729,20266,21407,22694,24024,25558,28626,31696,34261,37178,40279,43039,46193,47051
부천시,계,85-89세,7800,8234,8797,9232,9555,10346,11066,11325,11543,11436,12168,12875,13771,14901,15640,16652,17674,18842,21232,23474,25427
부천시,계,90-94세,2879,3014,3186,3486,3837,4127,4466,4823,5103,5323,5829,6272,6407,6520,6425,6920,7384,7908,8561,8900,9550
부천시,계,95세이상,697,760,868,968,1046,1134,1241,1346,1501,1662,1801,1955,2114,2260,2387,2631,2839,2909,2973,2942,3237
광명시,계,계,285556,277698,275488,286452,296396,308055,298130,289330,281423,274274,267736,261736,256183,251019,246210,241704,237453,233389,229532,225839,222285
광명시,계,0 - 4세,8541,7706,7019,6956,6983,7316,7100,7036,7098,7158,7170,7154,7122,7079,7022,6966,6888,6779,6645,6493,6329
광명시,계,5 - 9세,12287,11313,10504,9971,9398,9010,8268,7605,7016,6568,6352,6213,6210,6321,6436,6510,6561,6591,6602,6598,6585
광명시,계,10 - 14세,14043,13557,13093,13151,12945,12587,11665,10827,9888,8948,8150,7519,6947,6438,6054,5874,5762,5786,5917,6047,6142
광명시,계,15 - 19세,13771,13899,13822,14032,14346,14504,13792,13217,12882,12281,11521,10737,10009,9161,8312,7601,7033,6514,6059,5722,5570
광명시,계,20-24세,15970,14474,13934,14001,14042,14522,14173,13557,12980,12719,12347,11885,11517,11326,10867,10278,9644,9049,8325,7593,6986
광명시,계,25-29세,17828,17043,16508,18070,19013,19687,17189,15576,14102,12988,12460,12327,11883,11560,11535,11383,11124,10912,10831,10491,10037
광명시,계,30-34세,18701,18349,18667,21616,24043,26114,24131,21980,20343,18866,17457,16009,15101,14014,13119,12695,12616,12274,12123,12239,12205
광명시,계,35-39세,19983,18563,17946,19634,21351,23830,23902,23838,23416,22783,21716,20697,19473,18634,17751,16768,15650,14946,13958,13127,12738
광명시,계,40-44세,23675,23032,22522,22429,22363,22316,21024,20298,20152,19990,20272,20513,20635,20463,20165,19472,18807,17929,17381,16715,15896
광명시,계,45-49세,24802,23276,22338,22803,23717,25007,24597,23874,22397,21057,19633,18616,18080,18039,17944,18286,18589,18784,18715,18571,18054
광명시,계,50-54세,26018,26073,25553,25830,25489,25150,23586,22366,21885,21856,21971,21698,21148,19895,18805,17609,16787,16378,16399,16343,16717
광명시,계,55-59세,22940,22061,23118,23629,24721,25809,25868,24906,24157,22857,21574,20362,19444,19186,19292,19489,19320,18892,17813,16915,15889
광명시,계,60-64세,22980,22717,22120,22154,21888,22519,21682,22323,21977,22202,22222,22354,21538,20976,19869,18831,17870,17173,17072,17261,17503
광명시,계,65-69세,16769,17612,18829,19993,21393,22131,22109,21223,20525,19542,19318,18684,19396,19123,19446,19526,19698,18994,18571,17609,16761
광명시,계,70-74세,10737,10934,11601,12987,14560,15730,16566,17404,17944,18671,18616,18727,18046,17570,16809,16725,16225,16969,16759,17147,17258
광명시,계,75-79세,7360,7455,7952,8548,9112,9734,9954,10394,11308,12301,12840,13604,14359,14884,15581,15573,15761,15223,14916,14326,14340
광명시,계,80-84세,5358,5650,5674,5873,5823,6149,6255,6558,6878,7112,7385,7605,7991,8765,9555,10008,10666,11309,11797,12419,12436
광명시,계,85-89세,2683,2790,2966,3238,3420,3938,4146,4092,4088,3898,4021,4156,4385,4630,4765,5009,5185,5481,6076,6634,6978
광명시,계,90-94세,898,975,1072,1252,1461,1621,1684,1757,1829,1856,2057,2177,2154,2163,2061,2192,2303,2439,2590,2640,2820
광명시,계,95세이상,212,219,250,285,328,381,439,499,558,621,654,699,745,792,822,909,964,967,983,949,1041
평택시,계,계,584168,601431,611505,624023,635843,647034,658668,669724,679817,689033,697445,705118,712070,718368,724054,729156,733625,737432,740621,743203,745181
평택시,계,0 - 4세,22485,21985,21011,20418,20083,20061,20334,20973,21842,22754,23525,24174,24703,25135,25480,25754,25912,25899,25738,25456,25082
평택시,계,5 - 9세,28564,28167,27527,26390,24981,23932,23107,22289,21602,21176,21082,21279,21866,22740,23690,24512,25204,25778,26250,26629,26923
평택시,계,10 - 14세,28503,29102,29384,30203,30383,30270,29626,29010,27671,26074,24850,23840,22861,22036,21501,21328,21483,22050,22914,23867,24698
